video_id,title,published_at,fetched_at,view_count,like_count,comment_count,duration,duration_seconds,has_shorts_hashtag,is_short,is_live_broadcast,live_broadcast_status,description,thumbnail_url,video_url
LDGU9T20n4w,君となら前途洋々 #reol #煽げや尊し #オリジナル曲 #jpop #れをる,2025-08-16 08:15:24+00:00,2026-03-05T01:55:20.183566,38645,805,4,PT14S,14,False,True,False,none,,https://i.ytimg.com/vi/LDGU9T20n4w/default.jpg,https://www.youtube.com/watch?v=LDGU9T20n4w
2BosgxP39kI,お好きに召しませ さばかりに強か #オオエドランヴ -十年物 Edition- #Reol #nqrse #れをる #なるせ,2025-08-15 10:38:34+00:00,2026-03-05T01:55:20.183575,154350,3469,15,PT25S,25,False,True,False,none,,https://i.ytimg.com/vi/2BosgxP39kI/default.jpg,https://www.youtube.com/watch?v=2BosgxP39kI
1nnJRej6YLM,焔上がりし他の女子らの心臓 #オオエドランヴ -十年物 Edition- #Reol #nqrse #れをる #なるせ,2025-08-15 10:35:35+00:00,2026-03-05T01:55:20.183584,95630,3672,8,PT18S,18,False,True,False,none,,https://i.ytimg.com/vi/1nnJRej6YLM/default.jpg,https://www.youtube.com/watch?v=1nnJRej6YLM
wjLQogpTyIA,胸張ってさあさ愛し #Reol #煽げや尊し #オリジナル曲 #Jpop #お盆休み,2025-08-15 02:01:13+00:00,2026-03-05T01:55:20.183593,24689,655,6,PT18S,18,False,True,False,none,,https://i.ytimg.com/vi/wjLQogpTyIA/default.jpg,https://www.youtube.com/watch?v=wjLQogpTyIA
8x9PKBufh_o,あれもこれもなんだ縁じゃないか #Reol #煽げや尊し #オリジナル曲 #Jpop #お盆休み,2025-08-14 01:09:57+00:00,2026-03-05T01:55:20.183602,41103,981,11,PT25S,25,False,True,False,none,,https://i.ytimg.com/vi/8x9PKBufh_o/default.jpg,https://www.youtube.com/watch?v=8x9PKBufh_o
4y8sFxfa_mg,あれもこれもなんだ縁じゃないか #Reol #煽げや尊し #オリジナル曲 #Jpop #お盆,2025-08-13 01:59:16+00:00,2026-03-05T01:55:20.183611,47434,1060,6,PT25S,25,False,True,False,none,,https://i.ytimg.com/vi/4y8sFxfa_mg/default.jpg,https://www.youtube.com/watch?v=4y8sFxfa_mg
5H7a4w3UZvM,あゝ乱世に花 咲き誇れや #Reol #煽げや尊し #オリジナル曲 #Jpop #送り盆 #お盆休み,2025-08-12 01:53:58+00:00,2026-03-05T01:55:20.183620,39258,1030,15,PT17S,17,False,True,False,none,,https://i.ytimg.com/vi/5H7a4w3UZvM/default.jpg,https://www.youtube.com/watch?v=5H7a4w3UZvM
NvoGyC5nVCY,衝動的で無敵 #Reol #煽げや尊し #オリジナル曲 #jpop #送り盆 #夏ソング,2025-08-11 02:40:07+00:00,2026-03-05T01:55:20.183628,41626,1138,12,PT17S,17,False,True,False,none,,https://i.ytimg.com/vi/NvoGyC5nVCY/default.jpg,https://www.youtube.com/watch?v=NvoGyC5nVCY
B2PPwmznlJg,ええじゃないか それぞれ #Reol #煽げや尊し #夏 #オリジナル曲 #jpop,2025-08-10 01:59:58+00:00,2026-03-05T01:55:20.183637,62078,1697,14,PT16S,16,False,True,False,none,,https://i.ytimg.com/vi/B2PPwmznlJg/default.jpg,https://www.youtube.com/watch?v=B2PPwmznlJg
mzyURTdy8HY,2025年8月9日,2025-08-09 05:36:56+00:00,2026-03-05T01:55:20.455666,64086,1911,18,PT14S,14,False,True,False,none,,https://i.ytimg.com/vi/mzyURTdy8HY/default.jpg,https://www.youtube.com/watch?v=mzyURTdy8HY
38zFT05sqfE,Reol - 極彩色[Live at 'No title' in  NIPPON BUDOKAN],2025-07-29 12:00:05+00:00,2026-03-05T01:55:20.455706,104521,3056,104,PT4M25S,265,False,False,False,none,"Live at Nippon Budokan 2024.8.17

Bass & Bandleader: Ryosuke Nikamoto
Drums: Shunsuke Uehara

Dir by Shuichi Bamba

【Live Info】
2025年11月9日、自身最大規模となる横浜アリーナでのワンマンライヴが決定 ！

2025年11月9日（日）
神奈川県 横浜アリーナ
 
▷特設サイト
https://reol.jp/feature/Arena_Yokohama
 
【Release Info】
Reol初のライヴ・アルバム「'No title' in NIPPON BUDOKAN」
2025年8月27日(水)発売
購入リンク: https://Reol.lnk.to/Notitle_CD
Legit盤ご予約（FC会員限定）:  https://reol.jp/feature/no_title_nippon_budokan_legit

【Legit盤（CD＋T-Shirt）】￥5,500(税込)※ファンクラブ会員限定盤
【通常盤（CD）】￥3,300(税込)

■About Reol
歌手・作曲家・作詞家・音楽プロデューサー、Reol。
2018 年よりソロでのリリースを開始し、2019 年にはYouTube のチャンネル登録者数が日本人
女性ソロアーティスト史上初の100 万人を突破。
YouTube FanFest Japan 2019 にてゴールド・クリエイター・アワードを受賞。
2020 年、YouTube グローバルキャンペーン“Artist on the Rise” に日本人女性アーティストとして
初選出され、ボートレースCM ソング「第六感」がストリーミング再生1 億回を突破する大ヒット
を記録。
現在、YouTube 登録者数は172万人を突破。総再生回数は12億回を超え、国内外から人気を集めている。

■Official Site
http://reol.jp

■X
Reol：https://twitter.com/rrreol
Reol Official：https://twitter.com/rrreol_official

■Instagram
Reol：https://www.instagram.com/rrreol999/
Reol Official： https://www.instagram.com/rrreol_official/

■TikTok
https://www.tiktok.com/@rrreol999

#Reol武道館 #極彩色",https://i.ytimg.com/vi/38zFT05sqfE/default.jpg,https://www.youtube.com/watch?v=38zFT05sqfE
3ZgyUbINKwQ,"須田景凪 presents ""MINGLE -三面鏡-""でレディーレをライヴ初披露🎙️ #MINGLE #須田景凪 #Chevon #Reol #バルーン",2025-07-26 14:01:59+00:00,2026-03-05T01:55:20.455721,34772,1202,14,PT41S,41,False,True,False,none,,https://i.ytimg.com/vi/3ZgyUbINKwQ/default.jpg,https://www.youtube.com/watch?v=3ZgyUbINKwQ
WIzI0VTtXZw,この季節が来ました🏮☀️ #煽げや尊し #reol,2025-07-26 11:40:45+00:00,2026-03-05T01:55:20.455732,69385,2241,18,PT16S,16,False,True,False,none,,https://i.ytimg.com/vi/WIzI0VTtXZw/default.jpg,https://www.youtube.com/watch?v=WIzI0VTtXZw
UeRoGXz3CIE,🪭🎆 #Reol #宵々古今 #DPF25,2025-07-12 11:29:14+00:00,2026-03-05T01:55:20.455741,62014,1405,9,PT33S,33,False,True,False,none,,https://i.ytimg.com/vi/UeRoGXz3CIE/default.jpg,https://www.youtube.com/watch?v=UeRoGXz3CIE
5VScstW_YBo,掻っ攫え 此処は女が御宮 #オオエドランヴ -十年物 Edition- #Reol #nqrse #れをる #なるせ,2025-07-04 09:31:42+00:00,2026-03-05T01:55:20.455751,717310,15589,30,PT17S,17,False,True,False,none,,https://i.ytimg.com/vi/5VScstW_YBo/default.jpg,https://www.youtube.com/watch?v=5VScstW_YBo
8jmPzbr0dY8,オオエドランヴ -DEAD POP REMIX- 🔥 Thank you DEAD POP FESTiVAL and #SiM #Reol #DPF25,2025-06-28 15:15:41+00:00,2026-03-05T01:55:20.455760,704765,17879,46,PT52S,52,False,True,False,none,,https://i.ytimg.com/vi/8jmPzbr0dY8/default.jpg,https://www.youtube.com/watch?v=8jmPzbr0dY8
TY_nKh92bPs,乱れ乱れ巡る血の侭 #オオエドランヴ -十年物 Edition- #Reol #nqrse #れをる #なるせ,2025-06-27 14:31:37+00:00,2026-03-05T01:55:20.455770,1033022,31631,42,PT22S,22,False,True,False,none,,https://i.ytimg.com/vi/TY_nKh92bPs/default.jpg,https://www.youtube.com/watch?v=TY_nKh92bPs
fdf5CLlg_FY,2025/11/09 Reol Oneman Live「無題」in YOKOHAMA ARENAチケット一般発売中 #Reol横アリ無題 #劣等上等,2025-06-24 08:15:01+00:00,2026-03-05T01:55:20.455779,804752,14572,65,PT27S,27,False,True,False,none,,https://i.ytimg.com/vi/fdf5CLlg_FY/default.jpg,https://www.youtube.com/watch?v=fdf5CLlg_FY
p6_2lKC583Y,のってけ今日日前線 女が御宮 #オオエドランヴ -十年物 Edition- #Reol #nqrse #れをる #なるせ,2025-06-21 11:20:14+00:00,2026-03-05T01:55:20.455789,30078,2239,1,PT17S,17,False,True,False,none,,https://i.ytimg.com/vi/p6_2lKC583Y/default.jpg,https://www.youtube.com/watch?v=p6_2lKC583Y
V_oC6pBMUUY,Let’s get started with #オオエドランヴ -十年物 Edition- #Reol #nqrse #れをる #なるせ,2025-06-21 04:20:35+00:00,2026-03-05T01:55:20.455798,3514032,132624,214,PT30S,30,False,True,False,none,,https://i.ytimg.com/vi/V_oC6pBMUUY/default.jpg,https://www.youtube.com/watch?v=V_oC6pBMUUY
n1OAi9Al-kw,Reol - オオエドランヴ feat. nqrse -十年物 Edition- Official Audio,2025-06-17 15:01:30+00:00,2026-03-05T01:55:20.455824,2027609,40808,506,PT3M57S,237,False,False,False,none,"■Reol - New Digital Single 'オオエドランヴ feat. nqrse - 十年物 Edition -' OUT NOW
Listen Here
https://lnk.to/Ooedoranvu_

Let's Get Started で All Eyes On Me
利口故に跡を濁す立つ鳥
ジャックしなHomie 花魁'sの耳
搔き回し空気凍らすのみ

舞台にShawty上には日章旗
No Flex No Ballin' Gold Chain Rolex？
Don't Miss It このマイク一本のみ

いざ Ready Steady Re-Ready Steady
これ聞きゃ忘れてた連中でも
思い出すハズ もう1回 K*** Them All
香り立つ コレ10年物 

BDK

出し惜しみしようか
正真正銘 Showdown
百花繚乱かな
おいであそばせ 武道館

咲かせ咲かせや葵の花 御代に舞い散れ今宵も只
天下の舞台は我らが園 この血その徳とす
乱れ乱れ巡る血の侭 月を誘え西の方
女が狂わし浮世の矢狭間御江戸は万世

こちとら酸いも甘いも苦いのまでも承知
故にこの望みも少し不条理 恐れる様になった奥の女子
脱がす袴次は男を堪能 

幾重もの困難屠る猛者
だけが歩けるこの道は 御鈴廊下
何処の馬の骨だその差金は
まぁまず、罪の重さを自分の目で確かめな

のってけ今日日前線 女の御宮 
気高く生きませ 血潮に酔い好い
掻っ攫え 此処は女の御宮 
お好きに召ませ さばかりに強か

我抜きで改革なんてお主片腹痛いわ
頭が高過ぎる、ここで腹切りしたいか？
何も恐れないなら できる凱旋
できない物は直ぐ踵を返せ

「己を信じる者だけ信じていろ」 
""奴が待つなら仕える筈だ""
その返事が陰と陽壊す 
我の言葉が心の臓を刺す

鈴音が伝う「いざ」おなごはいく 
耐え難き運命に耐えし時

ただ確かな愛 最初から毛頭ない女子達は
一夜の関係それで用は終わりだ 
文句ある奴は四の五の言わず
来るならこいよこの身の程知らず

天晴れ天下戦線女の御宮 
凛々しく生きませ今宵は酔い好い
真っ盛り此処は女の御宮 
交じり乱れませ 毎夜舞う花びら

いたいけな心落ち着かす竜胆
移ろいゆく貴方の気持ちや何処
その儚き夢実りし刻屹度
賑やに華やぐ我が身より一層
焔上がりし他の女子らの心臓
とうに辟易をかしものならば幾夜
共にいざ行かん 歩きだす一歩

大義胸に行け 誇り高き日本

のってけ今日日前線 女の御宮 
気高く生きませ 血潮に酔い好い
掻っ攫え 此処は女の御宮 
お好きに召しませ 奥まで

天晴れ天下戦線 女の御宮 
凛々しく生きませ 今宵は酔い好い
真っ盛り 此処は女が御宮 交じり乱れませ
最初から過ち 毎夜舞う花びら

此処では誰彼仇同士
「仰せの侭」振る舞いや強引
お国の為ならその御身 
骨の髄まで染まりませ

存じる人もこの国じゃ
此処だけという 
御方様並べはべらせる強欲
今夜の御閏は誰が待つ大奥 
老若男女修羅場の途中

【Live Info】
2025年11月9日、自身最大規模となる横浜アリーナでのワンマンライヴが決定 ！

2025年11月9日（日）
神奈川県 横浜アリーナ
 
▷特設サイト
https://reol.jp/feature/Arena_Yokohama

■About Reol
歌手・作曲家・作詞家・音楽プロデューサー、Reol。
2018 年よりソロでのリリースを開始し、2019 年にはYouTube のチャンネル登録者数が日本人
女性ソロアーティスト史上初の100 万人を突破。
YouTube FanFest Japan 2019 にてゴールド・クリエイター・アワードを受賞。
2020 年、YouTube グローバルキャンペーン“Artist on the Rise” に日本人女性アーティストとして
初選出され、ボートレースCM ソング「第六感」がストリーミング再生1 億回を突破する大ヒット
を記録。
現在、YouTube 登録者数は173万人を突破。総再生回数は11億回を超え、国内外から人気を集めている。

■Official Site
http://reol.jp

■Twitter
Reol：https://twitter.com/rrreol
Reol Official：https://twitter.com/rrreol_official

■Instagram
Reol：https://www.instagram.com/rrreol999/
Reol Official： https://www.instagram.com/rrreol_official/

■TikTok
https://www.tiktok.com/@rrreol999

#Reol #nqrse #オオエドランヴ",https://i.ytimg.com/vi/n1OAi9Al-kw/default.jpg,https://www.youtube.com/watch?v=n1OAi9Al-kw
Fg4qyH1YQJo,"Thanks for the hottest night, Guangzhou!#CultureCurriculum2025 #Reol #不乱不破",2025-06-07 01:57:10+00:00,2026-03-05T01:55:20.455834,54193,589,15,PT43S,43,False,True,False,none,,https://i.ytimg.com/vi/Fg4qyH1YQJo/default.jpg,https://www.youtube.com/watch?v=Fg4qyH1YQJo
bzGw7YoSX8I,THANK YOU Hong Kong!!We will be back! 🫶#CultureCurriculum2025 #Reol,2025-06-03 15:13:12+00:00,2026-03-05T01:55:20.455844,38374,800,7,PT47S,47,False,True,False,none,,https://i.ytimg.com/vi/bzGw7YoSX8I/default.jpg,https://www.youtube.com/watch?v=bzGw7YoSX8I
komQh4f3cVE,Tonight is the Reol Oneman Tour 2025 Culture Curriculum in Hong Kong! Let's have fun together!,2025-06-03 02:52:04+00:00,2026-03-05T01:55:20.455853,30264,640,6,PT14S,14,False,True,False,none,,https://i.ytimg.com/vi/komQh4f3cVE/default.jpg,https://www.youtube.com/watch?v=komQh4f3cVE
GrotKtfHRiU,See you soon❣️#Reol #AnimeBoston2025 #notitle,2025-06-01 05:43:26+00:00,2026-03-05T01:55:20.455862,31631,816,13,PT47S,47,False,True,False,none,,https://i.ytimg.com/vi/GrotKtfHRiU/default.jpg,https://www.youtube.com/watch?v=GrotKtfHRiU
x4v9un1a7Co,Thank you Boston!! #Reol #AnimeBoston2025 #Notitle,2025-05-30 09:10:26+00:00,2026-03-05T01:55:20.455871,30692,1068,16,PT40S,40,False,True,False,none,,https://i.ytimg.com/vi/x4v9un1a7Co/default.jpg,https://www.youtube.com/watch?v=x4v9un1a7Co
zcOfmfJtFfg,Wandering the autumn sky #Reol - #切っ先 [#UNBOX blackより]｜TVアニメ「#るろうに剣心 －明治剣客浪漫譚－」  #るろ剣,2025-05-29 12:12:04+00:00,2026-03-05T01:55:20.455881,60360,1422,12,PT25S,25,False,True,False,none,,https://i.ytimg.com/vi/zcOfmfJtFfg/default.jpg,https://www.youtube.com/watch?v=zcOfmfJtFfg
Dai_5Wko7gA,みんなも不乱不破踊ってね〜 #Reol #陈乐一 #不乱不破 #最後まで見て #星穹铁道演唱会 #崩坏星穹铁道 #崩壊スターレイル #StarRailLIVE2025,2025-05-07 09:27:36+00:00,2026-03-05T01:55:20.455891,139604,5200,44,PT41S,41,False,True,False,none,,https://i.ytimg.com/vi/Dai_5Wko7gA/default.jpg,https://www.youtube.com/watch?v=Dai_5Wko7gA
EbTcjwNy8Jk,2025/8/17(sun)Reol Oneman Live 'No title' in SHANGHAI 開催決定！昨年開催した武道館公演を、上海で再演します✧✧続報をお楽しみに🧊,2025-05-06 12:19:43+00:00,2026-03-05T01:55:20.455904,34507,957,10,PT42S,42,False,True,False,none,,https://i.ytimg.com/vi/EbTcjwNy8Jk/default.jpg,https://www.youtube.com/watch?v=EbTcjwNy8Jk
_4CBx6Pih_c,後半・重大告知アリ｜シアトル&上海出張篇 #無題教室 vol.3〔 #Reol #れをる〕,2025-05-06 12:18:02+00:00,2026-03-05T01:55:20.455919,17882,798,8,PT1H8M57S,4137,False,False,False,none,"配信ハッシュタグ #無題教室｜配信ファンアート #れをるゑ
本日のサムネイル：樒華 さん　

▼次回ライヴ / NEXT LIVE
2025.05.23-25 BOSTON U.S. / Anime Boston at. Hynes Convention Center

▼バルーン(須田景凪) 企画アルバム「Fall Apart」に参加しました！
https://fallapart.jp/

▼2025.11.09 横浜アリーナ単独公演「無題」チケット一般発売中　https://reol.jp/feature/Arena_Yokohama

▼2024.08.17 日本武道館単独公演「No title」BD/DVD発売中
https://reol.lnk.to/Notitle0817",https://i.ytimg.com/vi/_4CBx6Pih_c/default.jpg,https://www.youtube.com/watch?v=_4CBx6Pih_c
AVWqNgyu3uI,Thank you StarRailLIVE2025💫 #星穹铁道演唱会 #崩坏星穹铁道 #崩壊スターレイル #StarRailLIVE2025 #Reol,2025-05-05 09:31:02+00:00,2026-03-05T01:55:20.455930,55473,3090,56,PT38S,38,False,True,False,none,,https://i.ytimg.com/vi/AVWqNgyu3uI/default.jpg,https://www.youtube.com/watch?v=AVWqNgyu3uI
nRw47UqTAIk,Thank you Seattle!! #Reol #Sakuracon2025 #Seattle #LUVORATORRRRRY,2025-04-29 02:55:07+00:00,2026-03-05T01:55:20.455939,46606,1260,34,PT36S,36,False,True,False,none,,https://i.ytimg.com/vi/nRw47UqTAIk/default.jpg,https://www.youtube.com/watch?v=nRw47UqTAIk
fGT20BATl_U,Party all rigtht!!!! #Reol - #感情御中 [Live at 'No title' in Nippon Budokan]｜ マクドナルド北米キャンペーンCMソング,2025-04-24 08:55:02+00:00,2026-03-05T01:55:20.455949,275923,3810,16,PT23S,23,False,True,False,none,,https://i.ytimg.com/vi/fGT20BATl_U/default.jpg,https://www.youtube.com/watch?v=fGT20BATl_U
ESzcWSY3Yys,2025年4月19日,2025-04-19 08:17:26+00:00,2026-03-05T01:55:20.455958,31860,1075,6,PT16S,16,False,True,False,none,,https://i.ytimg.com/vi/ESzcWSY3Yys/default.jpg,https://www.youtube.com/watch?v=ESzcWSY3Yys
AJGu3ySg3xs,わるい夢なら　覚めて欲しい #レディーレ（バルーンcover） is now on sale #reol #椎乃味醂,2025-04-16 09:25:26+00:00,2026-03-05T01:55:20.455967,36377,1181,8,PT15S,15,False,True,False,none,,https://i.ytimg.com/vi/AJGu3ySg3xs/default.jpg,https://www.youtube.com/watch?v=AJGu3ySg3xs
PZM5sxYhBgE,ライヴで我々がやっている振り付け👆覚えて一緒にやろう👆#Reol #劣等上等,2025-04-15 11:53:17+00:00,2026-03-05T01:55:20.455976,171660,5081,46,PT26S,26,False,True,False,none,,https://i.ytimg.com/vi/PZM5sxYhBgE/default.jpg,https://www.youtube.com/watch?v=PZM5sxYhBgE
V7MiDw5ukcI,Edge #Reol - #切っ先 [Reol Oneman Live 2023/24 #UNBOX blackより]｜アニメ「るろうに剣心 －明治剣客浪漫譚－」EDテーマ #るろうに剣心 #るろ剣,2025-04-13 05:11:28+00:00,2026-03-05T01:55:20.455986,93711,2280,15,PT21S,21,False,True,False,none,,https://i.ytimg.com/vi/V7MiDw5ukcI/default.jpg,https://www.youtube.com/watch?v=V7MiDw5ukcI
oR_4WrNJeHc,ゲスト・須田景凪 (バルーン)｜横浜CENTRAL FES篇 #無題教室 vol.2〔 #Reol #れをる〕,2025-04-12 12:43:23+00:00,2026-03-05T01:55:20.455999,18213,752,15,PT1H32M46S,5566,False,False,False,none,"本日のサムネイル：moon さん

▼次回ライヴ / NEXT LIVE
2025.04.18-20 SEATTLE/SAKURA-CON2025 at. Seattle Convention Center

▼バルーン(須田景凪) 企画アルバム「Fall Apart」に参加しました！
https://fallapart.jp/

▼2025.4.16「カルチュア・カリキュラム 」MUSIC ON!TV(エムオン!)にて最速放送！

▼2025.11.09 横浜アリーナ単独公演「無題」チケット一般発売中　https://reol.jp/feature/Arena_Yokohama

▼2024.08.17 日本武道館単独公演「No title」BD/DVD発売中
https://reol.lnk.to/Notitle0817",https://i.ytimg.com/vi/oR_4WrNJeHc/default.jpg,https://www.youtube.com/watch?v=oR_4WrNJeHc
Dk1hiDrCJmA,4/16 22:00 M-ON!でツアーファイナルの様子を独占放送！お楽しみに#Reol - #RERESCUE [#カルチュアカリキュラム]｜TVアニメ『#青の祓魔師 雪ノ果篇』OPテーマ #青エク,2025-04-09 10:04:23+00:00,2026-03-05T01:55:20.456009,48693,1086,8,PT21S,21,False,True,False,none,,https://i.ytimg.com/vi/Dk1hiDrCJmA/default.jpg,https://www.youtube.com/watch?v=Dk1hiDrCJmA
Tl05rkXnqsI,"THANK YOU!! CENTRAL FES ""VIVAL"" 横浜アリーナでまた会いましょう。 #終演後の様子 #Reol",2025-04-06 10:28:14+00:00,2026-03-05T01:55:20.456018,56684,1549,19,PT35S,35,False,True,False,none,,https://i.ytimg.com/vi/Tl05rkXnqsI/default.jpg,https://www.youtube.com/watch?v=Tl05rkXnqsI
086VKd9EH_k,VIVALありがとうございました！11/9、横浜アリーナで会いましょう🔥 #Reol #VIVAL  #CENTRAL_FEST #ヒビカセ,2025-04-05 12:16:05+00:00,2026-03-05T01:55:20.456027,123519,3876,30,PT31S,31,False,True,False,none,,https://i.ytimg.com/vi/086VKd9EH_k/default.jpg,https://www.youtube.com/watch?v=086VKd9EH_k
7p5ziJfxaTc,#Reol - #感情御中 - WANT U LUV IT [Live at 'No title' in Nippon Budokan]｜ マクドナルド北米キャンペーンCMソング,2025-04-03 09:44:21+00:00,2026-03-05T01:55:20.456037,196717,3831,32,PT22S,22,False,True,False,none,,https://i.ytimg.com/vi/7p5ziJfxaTc/default.jpg,https://www.youtube.com/watch?v=7p5ziJfxaTc
TJxbRycaUvs,初回放送｜#無題教室 vol.1〔 #Reol #れをる〕,2025-03-29 14:34:05+00:00,2026-03-05T01:55:20.456049,34791,1666,53,PT3H22M28S,12148,False,False,False,none,"本日のサムネイル：を色　さん

！重要！
・2025.11.09 横浜アリーナ公演「無題」チケット一般発売中　https://reol.jp/feature/Arena_Yokohama
・日本武道館公演「No title」BD/DVD発売中 https://reol.lnk.to/Notitle0817
・最新TOUR「カルチュア・カリキュラム 」MUSIC ON!TV(エムオン!)にてライヴ映像最速放送決定！続報お待ち下さい
・次回ライヴ　2025.04.05 横浜/CENTRAL FES -VIVAL- at. KT Zepp Yokohama",https://i.ytimg.com/vi/TJxbRycaUvs/default.jpg,https://www.youtube.com/watch?v=TJxbRycaUvs
v47MqUK9CYU,オオエドランヴ feat. nqrse in Nippon Budokan🪭,2025-02-14 12:41:00+00:00,2026-03-05T01:55:20.456058,75531,2451,7,PT25S,25,False,True,False,none,,https://i.ytimg.com/vi/v47MqUK9CYU/default.jpg,https://www.youtube.com/watch?v=v47MqUK9CYU
7XIKr2mcHIA,Reol - オオエドランヴ feat. nqrse[Live at 'No title' in  NIPPON BUDOKAN],2025-02-14 12:00:06+00:00,2026-03-05T01:55:20.456086,6255298,83076,902,PT3M51S,231,False,False,False,none,"Live at Nippon Budokan 2024.8.17

Bass & Bandleader: Ryosuke Nikamoto
Drums: Shunsuke Uehara

Dancer:
Ayane Nakagawa
Shimpei Nemoto
Haruka Tanada
Tatsuro
Conoa
Rimu Furukawa

Special Guest: nqrse

Dir by Shuichi Bamba

Reol「Reol Oneman Live 'No title' in NIPPON BUDOKAN」
2025年1月15日(水)発売
https://Reol.lnk.to/Notitle0817

【Live Info】
2025年11月9日、自身最大規模となる横浜アリーナでのワンマンライヴが決定 ！

2025年11月9日（日）
神奈川県 横浜アリーナ
 
▷特設サイト
https://reol.jp/feature/Arena_Yokohama


Bass : Ryosuke Nikamoto
Drums : Shunsuke Uehara

Dancer:
Ayane Nakagawa
Shimpei Nemoto
Haruka Tanada
Tatsuro
Conoa
Rimu Furukawa

Let's Get Started で All Eyes On Me
利口故に跡を濁す立つ鳥
ジャックしなHomie 花魁'sの耳
搔き回し空気凍らすのみ

舞台にShawty上には日章旗
No Flex No Ballin' Gold Chain Rolex？
Don't Miss It このマイク一本のみ

いざ Ready Steady Re-Ready Steady
これ聞きゃ忘れてた連中でも
思い出すハズ もう1回 K*** Them All
香り立つ コレ10年物 

BDK

出し惜しみしようか
正真正銘 Showdown
百花繚乱かな
おいであそばせ 武道館

繚乱する奥の間から目指す昇華
気付けばもう既に一切の不安
も恐れも無く ほらその手の蘭
翳して舞え 大江戸乱舞

咲かせ咲かせや葵の花 御代に舞い散れ今宵も只
天下の舞台は我らが園 この血その徳とす
乱れ乱れ巡る血の侭 月を誘え西の方
女が狂わし浮世の矢狭間御江戸は万世

こちとら酸いも甘いも苦いのまでも承知
故にこの望みも少し不条理 恐れる様になった奥の女子
脱がす袴次は男を堪能 

幾重もの困難屠る猛者
だけが歩けるこの道は 御鈴廊下
何処の馬の骨だその差金は
まぁまず、罪の重さを自分の目で確かめな

のってけ今日日前線 女が御宮 
気高く生きませ 血潮に酔い好い
掻っ攫え 此処は女が御宮 
お好きに召ませ さばかりに強か

我抜きで改革なんてお主片腹痛いわ
頭が高過ぎる、ここで腹切りしたいか？
何も恐れないなら できる凱旋
できない物は直ぐ踵を返せ

「己を信じる者だけ信じていろ」 
""奴が待つなら仕る筈だ""
その返事が陰と陽壊す 
我の言葉が心の臓を刺す

鈴音が伝う「いざ」おなごはいく 
耐え難き運命に耐えし時

ただ確かな愛 最初から毛頭ない女子達は
一夜の関係それで用は終わりだ 
文句ある奴は四の五の言わず
来るならこいよこの身の程知らず

天晴れ天下戦線女が御宮 
凛々しく生きませ今宵は酔い好い
真っ盛り此処は女が御宮 
交じり乱れませ 毎夜舞う花びら

いたいけな心落ち着かす竜胆
移ろいゆく貴方の気持ちや何処
その儚き夢実りし刻屹度
賑やに華やぐ我が身より一層
焔上がりし他の女子らの心臓
とうに辟易をかしものならば幾夜
共にいざ行かん 歩きだす一歩

大義胸に行け 誇り高き日本

のってけ今日日前線 女が御宮 
気高く生きませ 血潮に酔い好い
掻っ攫え 此処は女が御宮 
お好きに召しませ 奥まで

天晴れ天下戦線 女が御宮 
凛々しく生きませ 今宵は酔い好い
真っ盛り 此処は女が御宮 交じり乱れませ
最初から過ち 毎夜舞う花びら

此処では誰彼仇同士
「仰せの侭」振る舞いや強引
お国の為ならその御身 
骨の髄まで染まりませ

存じる人もこの国じゃ
此処だけという 
御方様並べはべらせる強欲
今夜の御閏は誰が待つ大奥 
老若男女修羅場の途中

■About Reol
歌手・作曲家・作詞家・音楽プロデューサー、Reol。
2018 年よりソロでのリリースを開始し、2019 年にはYouTube のチャンネル登録者数が日本人
女性ソロアーティスト史上初の100 万人を突破。
YouTube FanFest Japan 2019 にてゴールド・クリエイター・アワードを受賞。
2020 年、YouTube グローバルキャンペーン“Artist on the Rise” に日本人女性アーティストとして
初選出され、ボートレースCM ソング「第六感」がストリーミング再生1 億回を突破する大ヒット
を記録。
現在、YouTube 登録者数は170万人を突破。総再生回数は10億回を超え、国内外から人気を集めている。

■Official Site
http://reol.jp

■Twitter
Reol：https://twitter.com/rrreol
Reol Official：https://twitter.com/rrreol_official

■Instagram
Reol：https://www.instagram.com/rrreol999/
Reol Official： https://www.instagram.com/rrreol_official/

■TikTok
https://www.tiktok.com/@rrreol999

#Reol #nqrse #Notitle",https://i.ytimg.com/vi/7XIKr2mcHIA/default.jpg,https://www.youtube.com/watch?v=7XIKr2mcHIA
diSPBFjrOws,カルチュア・カリキュラム（総合）,2025-02-09 13:09:17+00:00,2026-03-05T01:55:20.456098,36077,1552,9,PT2H2M54S,7374,False,False,False,none,"ZEPP TOUR「カルチュア・カリキュラム」を終え、そして次の学びへ

本題は冒頭15分🪑🪑🪑

！重要！
・日本武道館公演「No title」BD/DVD発売しました https://reol.lnk.to/Notitle0817
・2025.11.09 横浜アリーナ公演「無題」チケット一般発売中　https://reol.jp/feature/Arena_Yokohama
・カルチュア・カリキュラム MUSIC ON!TV(エムオン!)にてライヴ映像最速放送決定！続報お待ち下さい
・次回ライヴは2025.02.16 福岡 / Dios対バン",https://i.ytimg.com/vi/diSPBFjrOws/default.jpg,https://www.youtube.com/watch?v=diSPBFjrOws
